sensor,image,method,active_fg_pct,interior_active_pct,components_per_10k_active,small_component_pct,largest_component_px
B,B/roll/png/00002396_B_roll_07.png,Canny,19.03914026431798,0.0,184.89874592485066,48.262548262548265,561.0
B,B/roll/png/00002401_B_roll_05.png,Sauvola,50.25173064820642,34.56972018613332,39.16657458224367,40.75235109717868,9248.0
B,B/roll/png/00002401_B_roll_05.png,Canny,20.337738619676944,0.0,132.2695143039165,43.57798165137615,908.0
B,B/roll/png/00002426_B_roll_01.png,Sauvola,52.02811785281851,35.14586777241118,31.399203937829576,25.88235294117647,11826.0
B,B/roll/png/00002426_B_roll_01.png,Canny,29.93936307201476,0.0,129.03018728635394,51.243781094527364,2799.0
B,B/roll/png/00002434_B_roll_01.png,Sauvola,52.02999901795083,33.06147182706827,38.34538663275848,29.015544041450777,6048.0
B,B/roll/png/00002434_B_roll_01.png,Canny,27.268404376838113,0.0,102.7351820611483,45.38745387453874,1369.0
B,B/roll/png/00002457_B_roll_09.png,Sauvola,49.06223303454885,39.355477381604764,45.87318142445509,21.001926782273603,9810.0
B,B/roll/png/00002457_B_roll_09.png,Canny,20.372418159504946,0.0,153.4728282849784,44.10540915395284,779.0
B,B/roll/png/00002458_B_roll_03.png,Sauvola,50.00486512165666,34.335260115606935,61.80964917300979,30.555555555555557,6594.0
B,B/roll/png/00002458_B_roll_03.png,Canny,23.97875372754174,0.0,161.3596219028978,49.260355029585796,1188.0
B,B/roll/png/00002458_B_roll_08.png,Sauvola,49.75363371733855,35.65241576605213,64.86411315956771,27.258805513016846,2941.0
B,B/roll/png/00002458_B_roll_08.png,Canny,23.86762939789761,0.0,185.53029361825486,51.339285714285715,1215.0
B,B/roll/png/00002481_B_roll_06.png,Sauvola,52.76786248888848,34.151770127784374,37.968717268347184,22.298850574712645,5888.0
B,B/roll/png/00002481_B_roll_06.png,Canny,31.84964788570218,0.0,93.85258347673931,42.835130970724194,1498.0
B,B/roll/png/00002481_B_roll_08.png,Sauvola,52.06789897702218,34.20564123661686,51.17450506226232,25.294117647058822,4115.0
B,B/roll/png/00002481_B_roll_08.png,Canny,25.521676889478687,0.0,140.22804970419045,49.197080291970806,1257.0
B,B/roll/png/00002493_B_roll_03.png,Sauvola,49.92064997617186,30.8905036424639,46.99056481361336,24.85207100591716,6920.0
B,B/roll/png/00002493_B_roll_03.png,Canny,27.500451115295817,0.0,119.28596665376786,45.839210155148095,1194.0
