sensor,image,method,active_fg_pct,interior_active_pct,components_per_10k_active,small_component_pct,largest_component_px
F,F/roll/png/00002495_F_roll_07.png,Sauvola,49.77655723380352,43.04009094860735,37.28224161567526,43.946188340807176,8786.0
F,F/roll/png/00002495_F_roll_07.png,Canny,22.939291807098574,0.0,198.44005078904408,46.80073126142596,319.0
F,F/roll/png/00002516_F_roll_10.png,Sauvola,49.69980735839114,44.74900924702774,29.896405478690124,39.53488372093023,6310.0
F,F/roll/png/00002516_F_roll_10.png,Canny,19.990670271857912,0.0,203.5348515621624,47.346072186836516,304.0
F,F/roll/png/00002544_F_roll_10.png,Sauvola,50.98341149296564,42.8610653487095,24.2998352553542,48.0225988700565,7370.0
F,F/roll/png/00002544_F_roll_10.png,Canny,23.929446349828517,0.0,138.35263835263834,45.03171247357294,895.0
F,F/roll/png/00002555_F_roll_06.png,Sauvola,50.33860538273331,33.38974959857657,31.390588609700707,39.63133640552996,6730.0
F,F/roll/png/00002555_F_roll_06.png,Canny,28.493096819293953,0.0,83.56973089013263,41.896024464831804,1949.0
F,F/roll/png/00002557_F_roll_02.png,Sauvola,50.09727723513155,36.943360152951485,22.902891739026526,39.130434782608695,9849.0
F,F/roll/png/00002557_F_roll_02.png,Canny,25.105508385796526,0.0,110.47967253507133,41.007194244604314,1017.0
F,F/roll/png/00002574_F_roll_10.png,Sauvola,49.14535124722635,38.456958571074175,39.19622922351774,60.12658227848101,7901.0
F,F/roll/png/00002574_F_roll_10.png,Canny,19.910511813903586,0.0,249.83160859714653,52.94117647058823,314.0
F,F/roll/png/00002578_F_roll_10.png,Sauvola,49.430371033248434,42.15959335723984,39.86352400515266,47.59825327510917,5602.0
F,F/roll/png/00002578_F_roll_10.png,Canny,22.02020375851862,0.0,143.0190301277793,43.98907103825137,725.0
F,F/roll/png/00002621_F_roll_03.png,Sauvola,49.54467415125838,34.17863017198703,38.64518292585554,36.36363636363637,2677.0
F,F/roll/png/00002621_F_roll_03.png,Canny,27.482534634038277,0.0,108.82081989866421,39.15343915343915,893.0
G,G/roll/png/00002313_G_roll_07.png,Sauvola,54.26723206875774,34.00511166045167,38.75644194913479,35.13513513513514,8747.0
G,G/roll/png/00002313_G_roll_07.png,Canny,29.49034231079683,0.0,137.23978411719352,59.831460674157306,1281.0
G,G/roll/png/00002314_G_roll_04.png,Sauvola,56.39402347362799,39.083433428809016,21.482029012288645,40.86021505376344,10729.0
G,G/roll/png/00002314_G_roll_04.png,Canny,27.565229851368425,0.0,103.49227352204528,54.337899543378995,2704.0
G,G/roll/png/00002319_G_roll_04.png,Sauvola,52.18514643000168,30.946133280522822,49.757401722942866,39.80099502487562,6070.0
G,G/roll/png/00002319_G_roll_04.png,Canny,31.303853557079925,0.0,177.4513040607461,60.69767441860465,616.0
G,G/roll/png/00002320_G_roll_05.png,Sauvola,52.215883131640915,37.59535134164947,55.41595620568967,54.25101214574899,6033.0
G,G/roll/png/00002320_G_roll_05.png,Canny,25.000878621384473,0.0,234.7593833466098,67.86427145708583,525.0
G,G/roll/png/00002328_G_roll_08.png,Sauvola,53.155063146856335,30.981687181026718,31.950937084530597,33.557046979865774,13405.0
G,G/roll/png/00002328_G_roll_08.png,Canny,29.836319700907307,0.0,126.83374083129584,56.024096385542165,1354.0
G,G/roll/png/00002329_G_roll_06.png,Sauvola,53.04014218581938,32.84208471598673,31.665473789229406,39.04109589041096,9068.0
G,G/roll/png/00002329_G_roll_06.png,Canny,28.83404176996037,0.0,119.68880909634949,56.833333333333336,3560.0
G,G/roll/png/00002342_G_roll_04.png,Sauvola,51.66626658177909,37.53105872371371,67.26865038482515,51.951951951951955,15680.0
G,G/roll/png/00002342_G_roll_04.png,Canny,20.33022658720633,0.0,248.47271420504134,62.603305785123965,838.0
G,G/roll/png/00002344_G_roll_06.png,Sauvola,52.46632467895031,33.88982191256922,34.08769683566405,34.63414634146341,14762.0
G,G/roll/png/00002344_G_roll_06.png,Canny,28.152917364600782,0.0,123.02448094205144,55.66750629722922,3076.0
G,G/roll/png/00002349_G_roll_05.png,Sauvola,56.0552600628434,39.73475714777816,30.376099959289764,39.175257731958766,16632.0
G,G/roll/png/00002349_G_roll_05.png,Canny,29.611002861305668,0.0,173.69653496161484,68.60068259385666,2758.0
G,G/roll/png/00002435_G_roll_03.png,Sauvola,51.318979676204734,32.566240665345845,63.355903420347914,44.67353951890034,4891.0
G,G/roll/png/00002435_G_roll_03.png,Canny,25.866750092177742,0.0,221.58870027212646,62.96296296296296,775.0
G,G/roll/png/00002435_G_roll_10.png,Sauvola,51.79770297756503,32.65426631237083,58.45881310894597,41.41414141414141,5880.0
G,G/roll/png/00002435_G_roll_10.png,Canny,27.37157625900381,0.0,212.87294669795506,63.51706036745407,1494.0
G,G/roll/png/00002437_G_roll_09.png,Sauvola,56.06347749760613,34.01177789243333,23.128791787499775,25.384615384615383,20896.0
G,G/roll/png/00002437_G_roll_09.png,Canny,33.02545483562081,0.0,132.28631833282995,62.10045662100457,3495.0
G,G/roll/png/00002445_G_roll_06.png,Sauvola,57.45222350989615,44.91852232725547,22.74255428548827,40.43478260869565,14592.0
G,G/roll/png/00002445_G_roll_06.png,Canny,21.63405821801077,0.0,93.21989391313483,48.45070422535211,2747.0
G,G/roll/png/00002448_G_roll_03.png,Sauvola,50.27941209877104,32.31075067205819,62.12302618203176,54.54545454545455,10430.0
G,G/roll/png/00002448_G_roll_03.png,Canny,26.656595715681153,0.0,279.51766159614806,69.8170731707317,596.0
G,G/roll/png/00002449_G_roll_05.png,Sauvola,53.41933867735471,30.403102173324918,34.087834791234556,58.2010582010582,36786.0
G,G/roll/png/00002449_G_roll_05.png,Canny,32.89848928626484,0.0,157.5587184443273,69.88847583643123,8766.0
G,G/roll/png/00002458_G_roll_09.png,Sauvola,52.50704634255507,34.84771690549694,45.38543058563332,50.253807106598984,10103.0
G,G/roll/png/00002458_G_roll_09.png,Canny,30.660360240482902,0.0,203.58241931665745,66.47286821705427,1824.0
G,G/roll/png/00002466_G_roll_03.png,Sauvola,53.24339437998043,25.529736116581333,23.893921491400814,32.967032967032964,11605.0
G,G/roll/png/00002466_G_roll_03.png,Canny,33.21543408360129,0.0,114.06203964813334,64.20664206642067,3515.0
G,G/roll/png/00002516_G_roll_05.png,Sauvola,52.79492840025028,38.516580577357395,36.224592473334674,58.641975308641975,34643.0
G,G/roll/png/00002516_G_roll_05.png,Canny,25.834936900138125,0.0,249.4973496618534,69.96336996336996,996.0
G,G/roll/png/00002531_G_roll_04.png,Sauvola,53.847258485639685,36.11656605328872,37.33604868232841,44.8051948051948,19200.0
G,G/roll/png/00002531_G_roll_04.png,Canny,28.947780678851174,0.0,187.60710742310815,62.98076923076923,1890.0
G,G/roll/png/00002535_G_roll_04.png,Sauvola,52.171393748064375,39.60208341312091,41.361878135651644,63.425925925925924,64661.0
G,G/roll/png/00002535_G_roll_04.png,Canny,18.459594193632178,0.0,257.6106074956028,73.42436974789916,2300.0
H,H/roll/png/00002306_H_roll_09.png,Sauvola,64.22534941053459,33.69079802249339,91.10868818424866,39.83606557377049,2494.0
H,H/roll/png/00002306_H_roll_09.png,Canny,44.33125173865915,0.0,268.96611416453885,66.2912308930008,1061.0
H,H/roll/png/00002319_H_roll_03.png,Sauvola,65.33662462381226,34.61986336818135,67.79836455853432,39.50381679389313,3963.0
H,H/roll/png/00002319_H_roll_03.png,Canny,43.96916105907415,0.0,189.76390063831423,62.31003039513678,1407.0
H,H/roll/png/00002339_H_roll_04.png,Sauvola,65.38168820174276,33.16068952889168,80.6978995003793,41.3290113452188,2046.0
H,H/roll/png/00002339_H_roll_04.png,Canny,43.837490700438686,0.0,248.3224094881398,67.16417910447761,971.0
H,H/roll/png/00002353_H_roll_04.png,Sauvola,56.63198585351812,24.09521319855931,99.9186708493087,46.656976744186046,3154.0
H,H/roll/png/00002353_H_roll_04.png,Canny,48.10050581897438,0.0,277.68753312928544,72.66009852216749,2498.0
H,H/roll/png/00002357_H_roll_08.png,Sauvola,63.002826416051946,33.950471534326866,71.94544368671787,39.96138996138996,4694.0
H,H/roll/png/00002357_H_roll_08.png,Canny,43.917955179866816,0.0,223.5549622427225,64.70588235294117,640.0
H,H/roll/png/00002358_H_roll_07.png,Sauvola,63.9655111047836,35.98286199173703,74.28325010085273,39.8876404494382,3259.0
H,H/roll/png/00002358_H_roll_07.png,Canny,43.129804954441916,0.0,228.59029110189596,63.17689530685921,637.0
H,H/roll/png/00002372_H_roll_05.png,Sauvola,62.81879194630873,35.82964927792514,87.38579428234601,43.84485666104553,1656.0
H,H/roll/png/00002372_H_roll_05.png,Canny,43.776903494561445,0.0,265.3838020723197,68.92430278884463,695.0
H,H/roll/png/00002386_H_roll_04.png,Sauvola,63.10538726646109,35.57743979404376,71.48480947798593,37.23776223776224,2172.0
H,H/roll/png/00002386_H_roll_04.png,Canny,43.41674618885007,0.0,228.69287219356244,61.23907863383638,569.0
H,H/roll/png/00002392_H_roll_04.png,Sauvola,62.19657295710551,33.68428401871116,83.92096627801438,43.92678868552412,2308.0
H,H/roll/png/00002392_H_roll_04.png,Canny,44.33443630963237,0.0,236.64002507443973,66.05960264900662,870.0
H,H/roll/png/00002405_H_roll_01.png,Sauvola,62.33310778472761,34.13336157481566,78.23773150293226,39.424703891708965,2109.0
H,H/roll/png/00002405_H_roll_01.png,Canny,44.34918224877461,0.0,226.25360498651037,62.66447368421053,705.0
H,H/roll/png/00002439_H_roll_08.png,Sauvola,61.998482840256415,35.27442385779977,66.01769435555435,36.04887983706721,2831.0
H,H/roll/png/00002439_H_roll_08.png,Canny,44.01430464901093,0.0,180.49242424242422,60.125918153200416,1038.0
H,H/roll/png/00002447_H_roll_04.png,Sauvola,66.96024261559553,33.1099805600364,79.00070314761965,32.460732984293195,3255.0
H,H/roll/png/00002447_H_roll_04.png,Canny,44.360433716920774,0.0,203.5337453955173,58.282208588957054,796.0
H,H/roll/png/00002481_H_roll_01.png,Sauvola,59.57498682647917,27.267686702134682,95.18277469009492,51.04022191400832,2965.0
H,H/roll/png/00002481_H_roll_01.png,Canny,46.67752007487279,0.0,243.47093513058132,69.20415224913495,1272.0
H,H/roll/png/00002481_H_roll_07.png,Sauvola,63.5673120335697,35.47803077780099,83.00257642225472,40.939597315436245,1469.0
H,H/roll/png/00002481_H_roll_07.png,Canny,43.67159765932772,0.0,230.48387423729503,65.17150395778364,604.0
H,H/roll/png/00002515_H_roll_07.png,Sauvola,67.03780610052986,32.72496662216288,60.61415220293725,35.903083700440526,3710.0
H,H/roll/png/00002515_H_roll_07.png,Canny,43.962122297007014,0.0,167.35209088317927,55.59610705596107,1093.0
H,H/roll/png/00002544_H_roll_06.png,Sauvola,63.869323136781375,34.9503728599937,68.66400588173512,40.72657743785851,5918.0
H,H/roll/png/00002544_H_roll_06.png,Canny,43.90974039042061,0.0,196.88723383939652,61.88166828322017,996.0
H,H/roll/png/00002564_H_roll_04.png,Sauvola,69.07754035997502,47.118374727728536,49.45408715426662,31.301939058171744,5431.0
H,H/roll/png/00002564_H_roll_04.png,Canny,37.88254442909325,0.0,149.1306954436451,52.26130653266332,1416.0
H,H/roll/png/00002579_H_roll_04.png,Sauvola,63.83004304229687,33.939850568217494,70.19526590067181,39.71377459749553,2437.0
H,H/roll/png/00002579_H_roll_04.png,Canny,43.722797989756415,0.0,190.83759555628882,59.750240153698364,832.0
H,H/roll/png/00002584_H_roll_10.png,Sauvola,65.04170052606817,39.65043334166261,45.63567736759735,39.76945244956772,5811.0
H,H/roll/png/00002584_H_roll_10.png,Canny,41.01877592917326,0.0,193.10574937960087,68.46652267818574,1346.0
H,H/roll/png/00002624_H_roll_07.png,Sauvola,64.20720836626293,35.42200403612475,76.85812019636748,37.43016759776536,2470.0
H,H/roll/png/00002624_H_roll_07.png,Canny,43.779521770295354,0.0,218.30394626364398,63.26923076923077,1112.0
